,address,postcode,latitude,longitude,bedroom_number,bathroom_number,price_per_unit,living_space,price,predicted_price
148060,"2423 Lennox St, Pomona, CA 91767",91767.0,34.087566,-117.72997,4,3,543,1630,750000,719183
144068,"3312 Prospect Ave, Rosemead, CA 91770",91770.0,34.06842,-118.10462,4,2,583,1578,775000,419258
515044,"543 Montrose St, Salina, KS 67401",67401.0,38.830727,-97.62068,3,2,128,910,85000,167652
141012,"630 Loring St, San Diego, CA 92109",92109.0,32.804726,-117.260284,4,2,1821,1238,1800000,304832
476894,"4232 Bellefonte Rd, Harrison, AR 72601",72601.0,36.199265,-93.045815,4,3,166,1750,249900,375126
576842,"5905 W Corcoran Pl APT 2E, Chicago, IL 60644",60644.0,41.88683,-87.77238,3,3,128,1650,179900,241335
505583,"3937 Woods Blvd, Lincoln, NE 68502",68502.0,40.774124,-96.6906,4,3,106,1648,149000,256010
528296,"1807 N Hilton Ave, Springfield, MO 65802",65802.0,37.23087,-93.34147,3,3,128,1146,115000,165685
319591,"6112 Lynx, Brownsville, TX 78521",78521.0,25.88044,-97.411064,4,3,153,1486,189999,400458
262982,"3006 Emma Rd, Basalt, CO 81621",81621.0,39.36473,-107.085175,7,7,3856,4127,14950000,2101084
308828,"740 Long Run, Liberty Hill, TX 78642",78642.0,30.671469,-97.887215,4,4,223,1822,350950,804180
162637,"123 W 50th St, Los Angeles, CA 90037",90037.0,33.997684,-118.27489,3,2,454,1394,520000,461873
535146,"400 Lake Rd, Garden City, MO 64747",64747.0,38.56477,-94.18684,4,3,53,1846,84900,250838
173728,"Borella Plan, Catalina at Stonebrook",89436.0,39.63144,-119.70142,5,4,251,2538,574995,1134206
11381,"9753 Nibbelink Road, Peshastin, WA 98847",98847.0,47.593307,-120.61191,5,4,579,4412,2413000,1992564
201536,"1561 Hunsaker Rd, Holbrook, AZ 86025",86025.0,34.88304,-110.21555,4,3,162,2098,301000,770205
490728,"5239 S Lakeshore Dr, Shreveport, LA 71109",71109.0,32.493397,-93.814316,4,3,98,2688,239900,679569
320182,"2704 N 6th St, McAllen, TX 78501",78501.0,26.22741,-98.22119,6,5,77,3130,223999,1262853
306214,"121 Quiet Oak Rd, San Marcos, TX 78666",78666.0,29.890675,-97.99621,5,4,244,3015,677072,1086950
120722,"Residence One Plan, Talavera",92585.0,33.728924,-117.17452,4,3,382,1642,531990,739974
423314,"Concerto Plan, Avery Pointe-Classics",75409.0,33.348,-96.5673,5,5,180,2783,457999,1219900
513539,"1301 6th St, Victoria, KS 67671",67671.0,38.85229,-99.14394,1,3,74,2454,165000,956381
135918,"22840 Sterling Ave SPACE 87, Palm Springs, CA 92262",92262.0,33.88438,-116.60906,4,3,109,1390,125000,643573
119697,"78 Siena, Laguna Niguel, CA 92677",92677.0,33.50969,-117.70585,4,4,810,2100,1499000,1186624
408881,"365 W 1st St, Rhome, TX 76078",76078.0,33.052654,-97.47512,4,2,149,1421,175000,46525
78707,"19730 Forest View Cir, Pioneer, CA 95666",95666.0,38.491028,-120.53861,4,3,262,2342,549000,1051832
48508,"1088 Spruce St, Cannon Beach, OR 97110",97110.0,45.89028,-123.95954,5,4,431,2334,899000,1216341
299354,"501 W 26th St APT 312, Austin, TX 78705",78705.0,30.290495,-97.74213,2,2,480,853,290000,183405
60123,"435805 Diana Dr, Doyle, CA 96109",96109.0,40.035645,-120.12121,4,3,126,2300,259000,1045793
274716,"23 Telluride Pl, Longmont, CO 80504",80504.0,40.177937,-105.09183,6,3,267,2266,539900,432242
412719,"Plan 550 Plan, Walsh: 50ft. lots",76008.0,32.73789,-97.5667,5,3,267,2474,593990,558902
583720,"1920 W Crystal St APT 2, Chicago, IL 60622",60622.0,41.904396,-87.67576,3,3,371,1700,539000,258725
515875,"1903 La Platte Rd, Bellevue, NE 68123",68123.0,41.066723,-95.94035,3,3,241,1594,325000,372322
375379,"2318 Pinefield Ln, Houston, TX 77063",77063.0,29.741383,-95.52169,5,5,240,4778,1090000,1964844
579605,"5624 S Nottingham Ave, Chicago, IL 60638",60638.0,41.789417,-87.79927,4,3,431,1177,399900,70713
522338,"102 Emily Ln, Willard, MO 65781",65781.0,37.293083,-93.43646,4,3,152,1723,224900,227838
273116,"6317 Hartman Drive, Colorado Springs, CO 80923",80923.0,38.92328,-104.71116,5,4,181,2812,465000,1060103
252383,"7550 E Toussand Dr, Nampa, ID 83687",83687.0,43.62754,-116.545876,6,4,210,2960,569990,1025457
394832,"10415 Friendship Rd, Pilot Point, TX 76258",76258.0,33.354893,-96.95196,2,3,1014,4096,3900000,1572137
524445,"509 Mockingbird Ln, Newton, KS 67114",67114.0,38.03791,-97.38748,4,3,97,1990,170000,349975
313362,"3820 Brushy Creek Rd UNIT 147, Cedar Park, TX 78613",78613.0,30.512728,-97.759026,5,5,288,3330,889999,1479670
28638,"4985 Sunnyslope Road SW, Port Orchard, WA 98367",98367.0,47.503963,-122.73326,4,3,245,2512,556000,1166984
288104,"The Willow Plan, Lincoln Creek",80138.0,39.534306,-104.759384,3,3,368,1787,566900,683677
35299,"8507 Bowdoin Way UNIT 1, Edmonds, WA 98026",98026.0,47.806675,-122.34834,4,4,426,1913,709500,1227894
54840,"516 NE Jackson St, Hillsboro, OR 97124",97124.0,45.52496,-122.982086,6,3,256,2686,625000,917511
554693,"405 E 9TH Street, Johnston City, IL 62951",62951.0,37.81868,-88.92425,4,3,109,1520,139000,98311
412488,"1000 Wayland Dr, Arlington, TX 76012",76012.0,32.765938,-97.11982,5,4,150,3236,450000,1112205
545335,"1912 Fox Hollow Dr, Cape Girardeau, MO 63701",63701.0,37.336666,-89.56539,6,8,178,5859,999900,2781793
19011,"2817 linden Lane, Puyallup, WA 98372",98372.0,47.19305,-122.256645,4,3,307,1618,420000,848221
29444,"202 Mazza Street NE, Orting, WA 98360",98360.0,47.11228,-122.22122,4,3,334,1728,495000,887213
488076,"8200 Lockhart Rd, Denham Springs, LA 70726",70726.0,30.525007,-90.95088,4,2,119,1297,125000,105729
509416,"2903 N 166th St, Omaha, NE 68116",68116.0,41.283653,-96.1743,4,3,281,2009,495480,376977
25637,"11547 173rd Street E, Puyallup, WA 98374",98374.0,47.099205,-122.27489,6,5,240,3363,749500,1747085
492964,"195 Dogwood Rd, Bogalusa, LA 70427",70427.0,30.725792,-89.85204,4,3,102,1710,150000,316978
283737,"Plan 5803 Plan, Trails at Crowfoot",80134.0,39.455322,-104.785324,4,3,284,3044,793900,988709
214874,"19917 N 264th Ave, Buckeye, AZ 85396",85396.0,33.66525,-112.61852,3,4,322,2696,789500,1395459
288386,"12223 W 57th Lane, Arvada, CO 80002",80002.0,39.801064,-105.13595,4,5,280,2231,556405,1258948
199275,"280 S Antelope Dr, Dewey, AZ 86327",86327.0,34.53823,-112.25404,4,3,182,2032,325000,752761
239304,"5427 E 2300 N, Eden, UT 84310",84310.0,41.300484,-111.81747,5,3,402,2486,899000,730754
10951,"8113 NE 94th Ave, Vancouver, WA 98662",98662.0,45.681583,-122.575516,4,3,352,1525,449900,820904
512111,"1206 E Mona Cir, Wichita, KS 67216",67216.0,37.598892,-97.32135,5,4,111,2400,240000,636485
363391,"15 Hollymead Dr, Spring, TX 77381",77381.0,30.185993,-95.5111,5,5,224,3925,825000,1667022
265109,"645 Oakbrush St, Pagosa Springs, CO 81147",81147.0,37.25548,-107.04133,4,4,625,3279,1895000,1374412
596972,"600 N Fairbanks Ct UNIT 1705, Chicago, IL 60611",60611.0,41.89314,-87.62064,3,3,509,1503,639000,188239
195979,"89 Bonita Loop, Los Lunas, NM 87031",87031.0,34.797752,-106.549515,4,3,93,2170,180000,816191
9038,"2993 Malaga Alcoa Highway, Malaga, WA 98828",98828.0,47.3736,-120.22386,3,3,429,1179,399000,844069
127515,"14262 Rosewood Dr, Hesperia, CA 92344",92344.0,34.417534,-117.35205,4,3,280,1409,324900,652005
280291,"3186 S Osceola Street, Denver, CO 80236",80236.0,39.66011,-105.0381,4,3,245,2772,619000,893753
427212,"6312 Napoli Cir, Flower Mound, TX 75077",75077.0,33.07461,-97.09333,6,6,263,5085,1275000,2172472
166293,"1470 Trolley Way, Carson City, NV 89701",89701.0,39.153355,-119.747345,4,3,389,1457,469800,615777
132928,"56742 Antelope Trl, Yucca Valley, CA 92284",92284.0,34.122913,-116.42608,4,3,210,1892,345000,823066
72978,"359 Atlanta Ave, San Jose, CA 95125",95125.0,37.31613,-121.89135,4,4,862,1990,1499999,1196802
75895,"1891 Elizabeth Ave, Corning, CA 96021",96021.0,39.9236,-122.19031,4,3,218,1668,310000,818601
276837,"14 Ensign Dr #D, Dillon, CO 80435",80435.0,39.622513,-106.029144,4,5,1050,2677,2550000,1426763
551951,"842 N New Ballas Ct UNIT 206, Saint Louis, MO 63141",63141.0,38.673115,-90.44368,3,3,182,2108,339900,455092
328695,"7117 Andtree Blvd, San Antonio, TX 78250",78250.0,29.506035,-98.6671,4,4,147,2359,312000,987800
158034,"1444 260th St UNIT 26, Harbor City, CA 90710",90710.0,33.78643,-118.30277,3,3,556,1185,520000,682351
319476,"Terracotta Plan, Turner's Crossing 50s",78610.0,30.107973,-97.77785,5,5,212,2743,529990,1270244
583104,"414 W Wisconsin St APT H, Chicago, IL 60614",60614.0,41.91683,-87.63978,5,5,402,3350,1249000,1123503
92889,"7733 Starward Dr, Dublin, CA 94568",94568.0,37.710724,-121.9367,5,3,860,1875,1399000,719881
390820,"Bahama Plan, Warrior's Legacy",76559.0,31.070896,-97.62073,5,4,184,2378,392250,817222
98854,"3713 W Avenue K14, Lancaster, CA 93536",93536.0,34.66242,-118.19731,5,4,254,1428,299900,821057
595719,"1025 S Cuyler Ave, Oak Park, IL 60304",60304.0,41.869858,-87.78324,5,3,308,1920,515000,44329
35010,"3521 Shattuck Avenue S, Renton, WA 98055",98055.0,47.447685,-122.21338,6,3,291,2260,584950,784361
51248,"3866 Glenwood Loop SE, Salem, OR 97317",97317.0,44.919273,-122.98434,4,4,220,2284,449000,1345908
334334,"THE WESTBROOK Plan, Steele Creek",78108.0,29.57177,-98.22027,6,5,147,3587,490900,1417919
100207,"2464 Swift Ave, Clovis, CA 93611",93611.0,36.79587,-119.66716,5,3,310,2505,700000,925267
318867,"5634 Buckeye Ct, Brownsville, TX 78526",78526.0,25.992579,-97.500084,4,4,158,2332,329900,983741
137721,"46632 Arapahoe #A, Indian Wells, CA 92210",92210.0,33.7101,-116.3023,3,3,338,1725,499000,905231
401077,"1720 Whispering Cove Trl, Fort Worth, TX 76134",76134.0,32.62936,-97.342636,4,3,196,1870,318000,489239
12217,"306 N 31st Ave, Yakima, WA 98902",98902.0,46.60237,-120.55061,4,3,204,1812,319000,928113
289139,"1831 Hidden Valley Road, Sedalia, CO 80135",80135.0,39.334576,-105.03719,5,4,267,2770,675000,1029217
486245,"1235 Meadow Crossing Dr, Gonzales, LA 70737",70737.0,30.222315,-90.933655,4,3,170,1775,259900,346419
504468,"3240 N 54th St, Lincoln, NE 68504",68504.0,40.845356,-96.64555,3,2,118,1728,175000,146368
287305,"1017 W 112th Avenue  Unit D, Westminster, CO 80234",80234.0,39.900097,-104.99995,4,3,306,1392,349950,401507
459704,"Creststone Plan, Covell Valley",73034.0,35.680267,-97.39942,4,4,190,2388,407900,892861
300980,"33 Kit Carson Ln, Lubbock, TX 79404",79404.0,33.535027,-101.720535,4,3,153,2103,285000,638347
383014,"Plan Ferryhill Plan, ARTAVIA: 50ft. lots",77302.0,30.207317,-95.33676,5,4,196,2768,495990,971321
164955,"5280 Los Bonitos Way, Los Angeles, CA 90027",90027.0,34.10931,-118.30576,6,7,987,4703,4399000,2619420
253400,"1360 S Braithwait Ln, Kuna, ID 83634",83634.0,43.475628,-116.36747,5,4,440,2973,1199000,1172247
29710,"15346 SE May Valley Road, Renton, WA 98059",98059.0,47.512978,-122.134926,4,3,635,1350,699000,746316
281805,"5515 Segundo Drive, Loveland, CO 80538",80538.0,40.447887,-105.10187,6,4,228,3471,735875,1144155
436425,"Allegro Plan, Heartland : Classic Collection",75126.0,32.6953,-96.4544,5,3,177,2246,354999,459779
507797,"1623 N Nebraska Ave, York, NE 68467",68467.0,40.876453,-97.59056,3,2,100,1186,94000,47694
43375,"770 Iowa St, Ashland, OR 97520",97520.0,42.1902,-122.7045,6,3,322,2261,649000,773919
106303,"738 W Mount Whitney Ave, Riverdale, CA 93656",93656.0,36.433186,-119.81274,4,3,590,1350,650000,657443
87617,"410 Colusa Ave, Kensington, CA 94707",94707.0,37.899178,-122.28662,3,2,871,1368,974000,546861
355731,"1215 Dorsetshire Dr, Pasadena, TX 77504",77504.0,29.64,-95.18986,4,3,204,1509,258000,388133
277753,"1777 Larimer Street  Unit 1807, Denver, CO 80202",80202.0,39.75079,-104.99586,3,2,506,1237,500000,207361
329782,"Spruce Plan, Bricewood",78254.0,29.534813,-98.725464,5,4,173,2755,433900,985900
189859,"1509 22nd Ave SE, Rio Rancho, NM 87124",87124.0,35.220722,-106.706696,5,4,189,3336,585000,1372163
144147,"1519 Anthony Heights Dr, Escondido, CA 92026",92026.0,33.142,-117.11007,6,3,605,3224,1800000,1006499
553335,"1007 Mitchell Way, Pacific, MO 63069",63069.0,38.492622,-90.78835,4,3,163,1774,249900,191288
440911,"319 N Union Ave, Shawnee, OK 74801",74801.0,35.33065,-96.92051,6,4,23,6664,150000,2167207
385236,"2255 Braeswood Park Dr APT 335, Houston, TX 77030",77030.0,29.694607,-95.4111,3,3,182,1346,199800,463651
160955,"5121 Abbott Rd, South Gate, CA 90280",90280.0,33.93417,-118.18169,4,3,404,1732,599900,725549
347659,"4002 Spring Forest Dr, Pearland, TX 77584",77584.0,29.536034,-95.30398,4,3,164,2038,295000,578427
332827,"1007 Meadowalk, San Antonio, TX 78253",78253.0,29.438425,-98.71415,5,4,103,3298,314000,1179552
304611,"The Naples Plan, Blanco Vista",78666.0,29.950365,-97.88952,3,3,307,1452,369900,534480
305229,"605 E 10th St, Del Rio, TX 78840",78840.0,29.375269,-100.900406,3,2,117,1100,99500,131006
36899,"829 S Peach St, Medford, OR 97501",97501.0,42.314693,-122.88235,4,3,206,2086,379000,997563
13804,"7618 NE 152nd Ct, Vancouver, WA 98682",98682.0,45.67857,-122.51705,5,4,294,2069,535000,1153553
423908,"3013 Armstrong Ave, Melissa, TX 75454",75454.0,33.29613,-96.561066,5,3,221,2549,508781,574471
328550,"6762 Legato Curv, San Antonio, TX 78252",78252.0,29.37201,-98.75296,4,3,225,1401,259500,364711
387696,"1608 N 17th St, Waco, TX 76707",76707.0,31.559055,-97.15504,4,2,61,1857,99000,214729
271693,"625 Betty C Rd, Guffey, CO 80820",80820.0,38.760178,-105.49607,3,3,604,1450,725000,577244
416468,"1110 Danville Rd, Kilgore, TX 75662",75662.0,32.39215,-94.8345,4,4,126,4406,525000,1665668
213272,"11292 S Weismann Dr, Vail, AZ 85641",85641.0,32.048622,-110.719284,4,3,210,1850,336030,674000
337921,"124 Friendswood Path, Universal City, TX 78148",78148.0,29.537827,-98.321434,4,3,146,1980,254000,569124
214859,"30364 W Vale Dr, Buckeye, AZ 85396",85396.0,33.49346,-112.705284,5,4,140,4173,550000,1635817
410868,"398 Willow Creek Ranch Rd, Gladewater, TX 75647",75647.0,32.462376,-94.979,5,6,192,3885,699000,1899194
596850,"1406 Edgefield Ln, Hoffman Estates, IL 60169",60169.0,42.055126,-88.114174,5,4,219,2250,439000,440744
509143,"2026 S 211th St, Elkhorn, NE 68022",68022.0,41.239246,-96.24715,5,4,213,3399,672130,1009068
432148,"3701 Kings Dr, Ennis, TX 75119",75119.0,32.365425,-96.630104,5,4,160,2343,335996,775673
205795,"3468 N Etheridge Dr, Prescott Valley, AZ 86314",86314.0,34.592888,-112.318344,4,3,253,1771,384900,659407
320772,"119 E Boone Ave, Pharr, TX 78577",78577.0,26.188715,-98.18394,5,3,121,2468,269000,608616
90436,"1212 53rd Ave, Oakland, CA 94601",94601.0,37.766167,-122.2079,3,2,504,1140,449000,463401
496465,"1632 Foucher St, New Orleans, LA 70115",70115.0,29.928377,-90.09426,5,3,234,3130,675000,673931
533962,"1222 Safari Dr, Saint Joseph, MO 64506",64506.0,39.782642,-94.783844,4,4,144,1498,179900,403290
431869,"Plan 227 Plan, Stone Creek",75087.0,32.960575,-96.453606,5,5,216,3688,742990,1536188
20796,"4628 109th Street SE, Snohomish, WA 98290",98290.0,47.954178,-122.08743,4,3,418,1755,630000,895430
84220,"2525 Stern Pl, Stockton, CA 95206",95206.0,37.91274,-121.32318,5,4,253,2600,595000,1272784
351775,"14027 Lago Creek Ct, Rosharon, TX 77583",77583.0,29.516672,-95.44028,5,4,163,2887,429990,1019437
425940,"2021 Juniper Pass Way, Mesquite, TX 75149",75149.0,32.76595,-96.62994,4,4,210,1659,296990,675538
28839,"8612 52nd Avenue NE, Marysville, WA 98270",98270.0,48.073784,-122.161125,4,3,402,1618,550000,846163
417292,"1014 County Road 3226, Quitman, TX 75783",75783.0,32.754723,-95.38999,4,3,119,1650,167200,403686
122209,"38201 Augusta Dr, Murrieta, CA 92563",92563.0,33.565174,-117.13818,4,3,320,2278,649000,966372
486979,"1229 N Bayouwood Dr, Lake Charles, LA 70605",70605.0,30.186514,-93.24063,5,4,135,3200,399500,990227
305819,"16804 Broomweed Cv, Austin, TX 78738",78738.0,30.28628,-98.03102,5,5,384,3746,1345000,1630569
520111,"17235 S Allman Rd, Olathe, KS 66062",66062.0,38.81575,-94.76736,5,4,228,3112,652950,867142
517299,"24953 W 87th St, Lenexa, KS 66227",66227.0,38.970016,-94.875336,5,4,219,2982,600000,824105
369994,"Sandalwood Plan, Pine Grove",77373.0,30.052702,-95.35172,4,4,149,2320,309990,956188
255547,"450 N Bar Y Rd, Jackson, WY 83001",83001.0,43.488792,-110.81692,5,5,1565,4080,5995000,1835743
577768,"630 N State St APT 1510, Chicago, IL 60654",60654.0,41.89339,-87.62828,2,3,353,1170,325000,213558
152950,"10356 Montgomery Ave, Granada Hills, CA 91344",91344.0,34.259144,-118.48127,4,3,697,1469,850000,653220
42594,"735 NE Loper Ave, Prineville, OR 97754",97754.0,44.311546,-120.840004,4,3,335,1964,575000,959155
363409,"20750 Oakley Falls Dr, Katy, TX 77449",77449.0,29.84195,-95.737885,4,4,145,2798,369990,1128211
227050,"6650 E Indigo St, Mesa, AZ 85205",85205.0,33.44557,-111.68684,4,3,277,1851,445000,665556
110579,"925 Weldon Rd, Santa Barbara, CA 93109",93109.0,34.405483,-119.70489,4,4,805,1956,1375000,1143983
81573,"Plan 3 Plan, Santa Rosa - Round Barn",95403.0,38.47864,-122.728096,4,4,381,2162,729990,1263761
365755,"14823 Wortham Stream Ct, Humble, TX 77396",77396.0,29.930984,-95.24491,5,5,122,3666,419900,1574947
278116,"257 N 10th St, Burlington, CO 80807",80807.0,39.30285,-102.263176,4,3,120,2074,220000,656322
293681,"113 Beechcraft Rd, Abilene, TX 79602",79602.0,32.32525,-99.680984,5,3,190,2271,384000,559041
111787,"536 W Loyola Avenue, Visalia, CA 93277",93277.0,36.295513,-119.296906,5,4,204,2374,435000,1153240
596993,"1029 Fairlane Dr, Schaumburg, IL 60193",60193.0,42.00613,-88.12125,5,4,179,2650,429900,583897
167372,"2509 Patrice Dr, Sparks, NV 89431",89431.0,39.553207,-119.73761,5,3,336,1498,420000,481728
519658,"16972 S Elmridge St, Olathe, KS 66062",66062.0,38.820484,-94.785446,5,5,216,2982,592620,1102213
133222,"11913 Savona Dr, Fontana, CA 92337",92337.0,34.03676,-117.46439,4,4,347,1903,574988,1109497
35730,"Preston Plan, Ten Trails",98010.0,47.30606,-122.02482,4,4,270,2836,699990,1556778
463170,"Cornerstone Bonus Room 2 Plan, Council Ridge",73013.0,35.63386,-97.65679,5,4,171,3050,480840,985331
292708,"4260 W 13th Avenue, Denver, CO 80204",80204.0,39.73653,-105.04239,4,6,407,2027,724500,1471703
346127,"2150 W Monroe Ave, Port O Connor, TX 77982",77982.0,28.442928,-96.42965,3,2,217,1306,229900,187162
585290,"2564 Shetland Ln, Aurora, IL 60502",60502.0,41.792564,-88.25346,5,5,171,3017,475000,1002470
58094,"75-5382 Mamalahoa Hwy, Holualoa, HI 96725",96725.0,19.654217,-155.95657,6,7,650,6054,3775000,3236479
459455,"302 S Fulton St, Clarksville, AR 72830",72830.0,35.46906,-93.46626,6,5,68,5450,355000,1975863
477000,"2145 Eldridge Ln, Conway, AR 72032",72032.0,35.109978,-92.413025,5,3,118,1974,204700,300313
98144,"893 Marlar Ln, Squaw Valley, CA 93675",93675.0,36.752262,-119.2229,3,3,267,1090,225000,708315
585349,"30W231 Country Lakes Dr, Naperville, IL 60563",60563.0,41.794308,-88.21122,4,3,171,2551,395000,417839
169721,"2709 Beaver Creek Ct APT 202, Las Vegas, NV 89117",89117.0,36.142242,-115.28993,3,3,281,1386,320000,721888
457539,"412 E Denver St, Greenwood, AR 72936",72936.0,35.216064,-94.25373,4,3,30,2494,69500,647252
236479,"462 E Hollywood Ave, Salt Lake City, UT 84115",84115.0,40.72691,-111.87782,3,2,431,1525,549900,389064
50730,"6356 SW Inlet Ave, Lincoln City, OR 97367",97367.0,44.918236,-124.01449,4,2,335,1262,340000,419523
226743,"4827 S Carver Ave, Mesa, AZ 85212",85212.0,33.3277,-111.62945,4,3,377,1631,521160,587230
443048,"0 Iti Hina Trl, Broken Bow, OK 74728",74728.0,34.16926,-94.76595,6,7,322,4050,1225000,2077711
1501,"1863 W Clydesdale Dr, Wasilla, AK 99654",99654.0,61.532646,-149.49913,4,3,260,1631,360000,878735
82529,"Plan 2 Plan, Portfolio at College Park",95391.0,37.753418,-121.54899,5,4,466,2156,889990,1118156
522141,"1104 S Willow Ln, Springfield, MO 65804",65804.0,37.193764,-93.24761,5,3,109,1750,164900,94710
48346,"328 S Wasson St, Coos Bay, OR 97420",97420.0,43.389217,-124.276146,31,11,161,9870,1550000,2156755
294238,"3408 Juneau Ave, Lubbock, TX 79407",79407.0,33.562527,-101.95099,4,3,122,1354,135000,371261
591498,"3243 N Lakewood Ave APT 2, Chicago, IL 60657",60657.0,41.94109,-87.66108,4,4,552,2650,1325000,736485
107802,"4500 Juniper Ln, Mountain Mesa, CA 93240",93240.0,35.638344,-118.40866,1,1,31,2182,59900,812587
378059,"17611 Bear River Ln, Humble, TX 77346",77346.0,29.971418,-95.18474,5,5,166,4688,739900,1938456
356613,"6836 Ridgewood Ln, Dickinson, TX 77539",77539.0,29.441885,-95.10379,5,4,115,2754,289900,971111
55313,"1888 Kalakaua Ave APT 3503, Honolulu, HI 96815",96815.0,21.2878,-157.8337,3,3,992,2265,2000000,1190783
